case_id,agent3_frozen_class,agent4_independent_class,agree,agent3_valid,agent4_valid,agent4_selection_count,agent4_matches_sealed_selection_count,agent4_matches_sealed_representative
PB|held_out|F10|r009,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,28,True,True
PB|held_out|F10|r010,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,23,True,True
PB|held_out|F10|r011,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,18,True,True
PB|held_out|F11|r000,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,21,True,True
PB|held_out|F11|r001,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,2,True,True
PB|held_out|F11|r002,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,11,True,True
PB|held_out|F11|r003,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,15,True,True
PB|held_out|F11|r004,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,10,True,True
PB|held_out|F11|r005,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,10,True,True
PB|held_out|F11|r006,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,9,True,True
PB|held_out|F11|r007,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,8,True,True
PB|held_out|F11|r008,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,18,True,True
PB|held_out|F11|r009,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,4,True,True
PB|held_out|F11|r010,SUCCESS,SUCCESS,True,True,True,2,True,True
PB|held_out|F11|r011,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,27,True,True
PB|held_out|F12|r000,SUCCESS,SUCCESS,True,True,True,2,True,True
PB|held_out|F12|r001,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,11,True,True
PB|held_out|F12|r002,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,15,True,True
PB|held_out|F12|r003,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,6,True,True
PB|held_out|F12|r004,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,3,True,True
PB|held_out|F12|r005,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,7,True,True
PB|held_out|F12|r006,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,28,True,True
PB|held_out|F12|r007,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,7,True,True
PB|held_out|F12|r008,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,22,True,True
PB|held_out|F12|r009,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,27,True,True
PB|held_out|F12|r010,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,19,True,True
PB|held_out|F12|r011,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,1,True,True
PB|held_out|F17|r000,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,13,True,True
PB|held_out|F17|r001,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,18,True,True
PB|held_out|F17|r002,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,26,True,True
PB|held_out|F17|r003,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,16,True,True
PB|held_out|F17|r004,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,4,True,True
PB|held_out|F17|r005,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,20,True,True
PB|held_out|F17|r006,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,6,True,True
PB|held_out|F17|r007,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,9,True,True
PB|held_out|F17|r008,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,13,True,True
PB|held_out|F17|r009,LOST_IN_RETENTION,LOST_IN_RETENTION,True,True,True,21,True,True
PB|held_out|F17|r010,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,9,True,True
PB|held_out|F17|r011,LOST_IN_CROSS_SEED,LOST_IN_CROSS_SEED,True,True,True,13,True,True
PB|held_out|F18|r000,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,21,True,True
PB|held_out|F18|r001,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,22,True,True
PB|held_out|F18|r002,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,23,True,True
PB|held_out|F18|r003,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,22,True,True
PB|held_out|F18|r004,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,23,True,True
PB|held_out|F18|r005,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,22,True,True
PB|held_out|F18|r006,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,26,True,True
PB|held_out|F18|r007,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,27,True,True
PB|held_out|F18|r008,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,28,True,True
PB|held_out|F18|r009,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,27,True,True
PB|held_out|F18|r010,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,21,True,True
PB|held_out|F18|r011,NEVER_ON_FRONT,NEVER_ON_FRONT,True,True,True,18,True,True
