CASE_ID,FROZEN_CLASS,VALID,DETAIL,admissibility
PB|held_out|F02|r011,LOST_IN_RETENTION,True,seeds_with_correct_on_front=11;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/370;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r000,LOST_IN_RETENTION,True,seeds_with_correct_on_front=1;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=4/384,DECISION_INADMISSIBLE
PB|held_out|F03|r001,LOST_IN_RETENTION,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=2/368,DECISION_INADMISSIBLE
PB|held_out|F03|r002,LOST_IN_RETENTION,True,seeds_with_correct_on_front=18;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/361;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r003,LOST_IN_RETENTION,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/413;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r004,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=2/390,DECISION_INADMISSIBLE
PB|held_out|F03|r005,LOST_IN_RETENTION,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/380;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r006,LOST_IN_RETENTION,True,seeds_with_correct_on_front=26;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/356;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r007,LOST_IN_RETENTION,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=1/383;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r008,LOST_IN_RETENTION,True,seeds_with_correct_on_front=18;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=4/363,DECISION_INADMISSIBLE
PB|held_out|F03|r009,LOST_IN_RETENTION,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/362;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r010,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/390;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F03|r011,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=10;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=9/388,DECISION_INADMISSIBLE
PB|held_out|F04|r000,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/354;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=19;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=0/361;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r002,LOST_IN_RETENTION,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=1/350;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r003,LOST_IN_RETENTION,True,seeds_with_correct_on_front=22;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/353;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=2/353;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r005,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=19;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=0/360;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r006,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/327;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r007,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/367;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r008,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=0/373;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r009,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=22;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/357;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r010,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=11;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=0/370;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F04|r011,LOST_IN_RETENTION,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/367;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r000,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=9;representative_state=INCORRECT;unresolved_rows=0/357;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=1/390;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r002,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/371;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r003,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=1/363;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=0/357;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r005,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=1/370;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r006,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=19;seeds_with_retained_correct=11;representative_state=INCORRECT;unresolved_rows=2/369;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r007,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=11;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=0/380;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r008,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=1/335;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r009,LOST_IN_RETENTION,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/352;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r010,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=18;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=3/347;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F05|r011,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/351;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r000,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=3/367;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=1/344;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r002,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=5/360;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r003,LOST_IN_RETENTION,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/363;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=0/372;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r005,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=3/336,DECISION_INADMISSIBLE
PB|held_out|F08|r006,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=0/354;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r007,LOST_IN_RETENTION,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=2/327,DECISION_INADMISSIBLE
PB|held_out|F08|r008,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=1/344;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F08|r009,LOST_IN_RETENTION,True,seeds_with_correct_on_front=9;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=7/374,DECISION_INADMISSIBLE
PB|held_out|F08|r010,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=18;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=5/344,DECISION_INADMISSIBLE
PB|held_out|F08|r011,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=2/363;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r000,LOST_IN_RETENTION,True,seeds_with_correct_on_front=4;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=1/340;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r001,LOST_IN_RETENTION,True,seeds_with_correct_on_front=2;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=6/344,DECISION_INADMISSIBLE
PB|held_out|F09|r002,LOST_IN_RETENTION,True,seeds_with_correct_on_front=5;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/344;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r003,LOST_IN_RETENTION,True,seeds_with_correct_on_front=7;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/365;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r004,NEVER_ON_FRONT,True,seeds_with_correct_on_front=0;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/333;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r005,LOST_IN_RETENTION,True,seeds_with_correct_on_front=6;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/334;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r006,LOST_IN_RETENTION,True,seeds_with_correct_on_front=6;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=3/317;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r007,NEVER_ON_FRONT,True,seeds_with_correct_on_front=0;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/335;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r008,LOST_IN_RETENTION,True,seeds_with_correct_on_front=3;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/351;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r009,LOST_IN_RETENTION,True,seeds_with_correct_on_front=4;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/370;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r010,LOST_IN_RETENTION,True,seeds_with_correct_on_front=4;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/349;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F09|r011,LOST_IN_RETENTION,True,seeds_with_correct_on_front=4;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/338;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r000,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=2/361;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r001,LOST_IN_RETENTION,True,seeds_with_correct_on_front=27;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=4/366;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r002,LOST_IN_RETENTION,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/357;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r003,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=27;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=0/376;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r004,LOST_IN_RETENTION,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/345;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r005,LOST_IN_RETENTION,True,seeds_with_correct_on_front=26;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=5/355,DECISION_INADMISSIBLE
PB|held_out|F10|r006,LOST_IN_RETENTION,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/366;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r007,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=30;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=0/385;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r008,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=1/404;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r009,LOST_IN_RETENTION,True,seeds_with_correct_on_front=27;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=4/341,DECISION_INADMISSIBLE
PB|held_out|F10|r010,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=29;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=3/380;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F10|r011,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=28;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/350;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r000,LOST_IN_RETENTION,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/354;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=22;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=0/327;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r002,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=0/373;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r003,LOST_IN_RETENTION,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=3/366;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=9;representative_state=INCORRECT;unresolved_rows=0/355;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r005,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/381;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r006,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=13;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=1/360;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r007,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=1/358,DECISION_INADMISSIBLE
PB|held_out|F11|r008,LOST_IN_RETENTION,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/385;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r009,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=16;seeds_with_retained_correct=9;representative_state=INCORRECT;unresolved_rows=0/343;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r010,SUCCESS,True,seeds_with_correct_on_front=22;seeds_with_retained_correct=11;representative_state=CORRECT;unresolved_rows=0/369;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F11|r011,LOST_IN_RETENTION,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=1/330;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r000,SUCCESS,True,seeds_with_correct_on_front=21;seeds_with_retained_correct=6;representative_state=CORRECT;unresolved_rows=4/377,DECISION_INADMISSIBLE
PB|held_out|F12|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/364;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r002,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=8;representative_state=INCORRECT;unresolved_rows=1/338;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r003,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=14;seeds_with_retained_correct=6;representative_state=INCORRECT;unresolved_rows=1/347;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=20;seeds_with_retained_correct=7;representative_state=INCORRECT;unresolved_rows=0/372;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r005,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=15;seeds_with_retained_correct=7;representative_state=INCORRECT;unresolved_rows=0/369;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r006,LOST_IN_RETENTION,True,seeds_with_correct_on_front=20;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/371;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r007,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=21;seeds_with_retained_correct=2;representative_state=INCORRECT;unresolved_rows=0/358;uncapped_frozen_agrees=True,DECISION_INADMISSIBLE
PB|held_out|F12|r008,LOST_IN_RETENTION,True,seeds_with_correct_on_front=7;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=7/356,DECISION_INADMISSIBLE
PB|held_out|F12|r009,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=18;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/379,DECISION_INADMISSIBLE
PB|held_out|F12|r010,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=5/385,DECISION_INADMISSIBLE
PB|held_out|F12|r011,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=22;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/369,DECISION_INADMISSIBLE
PB|held_out|F17|r000,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=10;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/351,DECISION_INADMISSIBLE
PB|held_out|F17|r001,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=19;seeds_with_retained_correct=4;representative_state=INCORRECT;unresolved_rows=2/371,DECISION_INADMISSIBLE
PB|held_out|F17|r002,LOST_IN_RETENTION,True,seeds_with_correct_on_front=20;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/372,DECISION_INADMISSIBLE
PB|held_out|F17|r003,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=12;seeds_with_retained_correct=3;representative_state=INCORRECT;unresolved_rows=0/353,DECISION_INADMISSIBLE
PB|held_out|F17|r004,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=5;representative_state=INCORRECT;unresolved_rows=0/360,DECISION_INADMISSIBLE
PB|held_out|F17|r005,LOST_IN_RETENTION,True,seeds_with_correct_on_front=19;seeds_with_retained_correct=0;representative_state=INCORRECT;unresolved_rows=0/347,DECISION_INADMISSIBLE
PB|held_out|F17|r006,LOST_IN_CROSS_SEED,True,seeds_with_correct_on_front=17;seeds_with_retained_correct=1;representative_state=INCORRECT;unresolved_rows=0/359,DECISION_INADMISSIBLE
