case_id,family_id,variant,truth_family,g1_success,first_failing_condition,failing_conditions,root_cause_class,mechanism,g_spearman,g_spearman_gate,spearman_pass,trajectory_mae,per_energy_mean_mae,trajectory_mae_ratio,trajectory_ratio_gate,trajectory_pass,a1_status_sealed,a1_status_recomputed,a1_status_reproduced,m0_accepted,a1_fired_detectors,a1_blocking_detectors,m1_evaluable,m1_practical_wins,m1_fired,m2_evaluable,m2_practical_wins,m2_fired,m3_evaluable,m3_practical_wins,m3_fired,min_evaluable_required,min_practical_wins_required,boundary_limited_compounds_m1,boundary_limited_compounds_m2,boundary_limited_compounds_m3,unresolved_compounds_m0_fit,unresolved_compounds_m1_fit,unresolved_compounds_m2_fit,unresolved_compounds_m3_fit,dominant_bound_hit,shape_a_lo,shape_a_hi,shape_amplitude,mu_max,scaffolds_train,scaffolds_test,compounds_train,compounds_test,observed_energies_min,missing_cell_fraction,mass_range_ratio,descriptor_sd,acceptance_status,acceptance_gate_reached
PB|held_out|F02|r006,F02,F02,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9830923248053391,0.8,True,0.026637701900418538,0.08227558401837462,0.3237619303251562,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,2,False,24,5,False,7,3,False,24,20,0,6,23,0,0,6,23,M3:low_energy_plateau@upper,0.9999,0.28339522008165646,0.7165047799183435,0.9999,20,5,120,30,6,0.0,5.279594602972547,0.19609813863090755,UNEVALUABLE,a1_adequacy
PB|held_out|F02|r007,F02,F02,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9684093437152391,0.8,True,0.029437504605595924,0.06557910958541309,0.4488853964577734,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,25,6,False,25,4,False,24,20,0,5,5,0,0,5,5,M2:high_energy_asymptote@lower,0.9331922901991794,0.1995445463883337,0.7336477438108457,0.9976308961678766,20,5,120,30,6,0.0,5.197761254606253,0.18134111727767727,STRUCTURAL_ACCEPTED,all_passed
PB|held_out|F02|r008,F02,F02,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9550611790878754,0.8,True,0.026009094413815034,0.04610562062791081,0.5641198200913057,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,30,6,False,13,8,False,24,20,0,0,17,0,0,0,17,M3:low_energy_plateau@upper,0.9864543381884324,0.29049573282985747,0.6959586053585749,0.9999,20,5,120,30,6,0.0,5.430129042188703,0.21848007422559404,UNEVALUABLE,a1_adequacy
PB|held_out|F02|r009,F02,F02,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9679644048943271,0.8,True,0.026361475747756904,0.05252454318964581,0.5018887199566079,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,28,8,False,12,0,False,24,20,0,2,18,0,0,2,18,M3:low_energy_plateau@upper,0.9931129149705554,0.31973057162208435,0.6733823433484711,0.9999,20,5,120,30,6,0.0,4.036145757038378,0.26676096270423055,UNEVALUABLE,a1_adequacy
PB|held_out|F02|r010,F02,F02,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9795328142380423,0.8,True,0.027326012105121603,0.058604572489338785,0.46627781663440493,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,5,False,26,8,False,20,6,False,24,20,0,4,10,0,0,4,10,M3:low_energy_plateau@upper,0.9582411215175645,0.25819612056710667,0.7000450009504577,0.9999,20,5,120,30,6,0.0,4.220124235081721,0.2069820196127742,UNEVALUABLE,a1_adequacy
PB|held_out|F02|r011,F02,F02,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9087875417130145,0.8,True,0.027103575583985406,0.03754919656535807,0.7218150603251647,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,7,False,28,7,False,9,4,False,24,20,0,2,21,0,0,2,21,M3:low_energy_plateau@upper,0.9999,0.3844228694570555,0.6154771305429445,0.9999,20,5,120,30,6,0.0,4.075541790337564,0.23540197113224776,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r000,F03,F03,mass_affine_descriptor,False,g_spearman,g_spearman|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed g_spearman,0.6725250278086763,0.8,False,0.05563989443665322,0.07662704630858966,0.7261129994830058,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,27,6,False,20,10,False,12,0,False,24,20,3,10,18,0,3,10,18,M3:low_energy_plateau@upper,0.9636482453890435,0.4418453080021256,0.5218029373869179,0.9999,20,5,120,30,6,0.0,3.983415358637672,0.21057377785370296,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r001,F03,F03,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M2+M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9599555061179088,0.8,True,0.05268095782917517,0.07540983317037107,0.6985953371645145,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,28,4,False,22,2,False,6,1,False,24,20,2,8,24,0,2,8,24,M3:low_energy_plateau@upper,0.9999,0.26857732257804806,0.7313226774219519,0.9999,20,5,120,30,6,0.0,6.21826256827486,0.19305621517863608,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r002,F03,F03,mass_affine_descriptor,False,g_spearman,g_spearman|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed g_spearman,0.75706340378198,0.8,False,0.05196439874800591,0.07028238889647004,0.7393658577051561,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,30,4,False,20,5,False,16,2,False,24,20,0,10,14,0,0,10,14,M3:low_energy_plateau@upper,0.9484007889671483,0.2686353255944753,0.6797654633726731,0.9999,20,5,120,30,6,0.0,4.585996848498861,0.19407015990987048,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r003,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.9568409343715237,0.8,True,0.05795991362708836,0.07188726104534189,0.8062612594257966,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,27,6,False,18,5,False,10,1,False,24,20,3,12,20,0,3,12,20,M3:low_energy_plateau@upper,0.9597381277427074,0.22250262109936128,0.7372355066433461,0.9999,20,5,120,30,6,0.0,4.176342627268187,0.19861673282331177,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r004,F03,F03,mass_affine_descriptor,False,g_spearman,g_spearman|trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed g_spearman, trajectory_mae_ratio",0.6925472747497218,0.8,False,0.058680609903237285,0.060423678998233844,0.9711525493995904,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,26,5,False,22,7,False,10,4,False,24,20,4,8,20,0,4,8,20,M3:low_energy_plateau@upper,0.9999,0.22789063689418018,0.7720093631058198,0.9999,20,5,120,30,6,0.0,5.941952876259629,0.18194417852902955,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r005,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.8020022246941045,0.8,True,0.060486072282061494,0.07217930042825754,0.8379974857498307,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,26,6,False,23,8,False,6,2,False,24,20,4,7,24,0,4,7,24,M3:low_energy_plateau@upper,0.9999,0.3292264357067897,0.6706735642932102,0.9999,20,5,120,30,6,0.0,5.197234076316594,0.20870048641359842,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r006,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.8206896551724139,0.8,True,0.05518123711873992,0.06690174949813268,0.8248100764581665,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,30,6,False,21,9,False,11,4,False,24,20,0,9,19,0,0,9,19,M3:low_energy_plateau@upper,0.985325285805942,0.2586370973074768,0.7266881884984653,0.9999,20,5,120,30,6,0.0,5.384391240166659,0.20542544697390594,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r007,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.8727474972191324,0.8,True,0.052315133549039876,0.059803623473318364,0.8747820033409931,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,28,4,False,22,5,False,13,3,False,24,20,2,8,17,0,2,8,17,M3:low_energy_plateau@upper,0.971833129673575,0.2208202909144189,0.7510128387591561,0.9999,20,5,120,30,6,0.0,4.213872386419786,0.23637989536909304,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r008,F03,F03,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M2+M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9630700778642937,0.8,True,0.05488532408618996,0.08968085276403825,0.6120071608886262,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,30,4,False,22,5,False,16,2,False,24,20,0,8,14,0,0,8,14,M3:low_energy_plateau@upper,0.9430091230149323,0.13884511756765922,0.8041640054472732,0.9999,20,5,120,30,6,0.0,4.693173786518858,0.22613391185303028,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r009,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.818020022246941,0.8,True,0.05554435397339983,0.06918189020771652,0.8028741887021242,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,28,4,False,21,4,False,9,6,False,24,20,2,9,21,0,2,9,21,M3:low_energy_plateau@upper,0.9999,0.3538203289869996,0.6460796710130003,0.9999,20,5,120,30,6,0.0,5.64172015794434,0.2049744924289501,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r010,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M2+M3) and the case also failed trajectory_mae_ratio,0.8674082313681868,0.8,True,0.05529282843574674,0.06603544990906639,0.8373203864270979,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M2|M3,29,9,False,22,8,False,13,7,False,24,20,1,8,17,0,1,8,17,M3:low_energy_plateau@upper,0.9777751903831952,0.2516853584949638,0.7260898318882314,0.9999,20,5,120,30,6,0.0,6.097640098622903,0.2130679562445131,UNEVALUABLE,a1_adequacy
PB|held_out|F03|r011,F03,F03,mass_affine_descriptor,False,trajectory_mae_ratio,trajectory_mae_ratio|m0_accepted,MODEL_ADEQUACY_LIMITATION,A1 returned BOUNDARY_LIMITED (blocked by M3) and the case also failed trajectory_mae_ratio,0.8278086763070076,0.8,True,0.06104688857691987,0.06340684012252121,0.9627808050197549,0.8,False,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,27,7,False,24,4,False,22,2,False,24,20,3,6,8,0,3,6,8,M3:low_energy_plateau@upper,0.9521723819772573,0.3980289994426829,0.5541433825345744,0.9999,20,5,120,30,6,0.0,4.238989827247052,0.2328412455297689,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r000,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9599555061179088,0.8,True,0.02117212632935589,0.040258252176289325,0.5259077377886145,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,7,False,27,7,False,22,4,False,24,20,0,3,8,0,0,3,8,M3:low_energy_plateau@upper,0.9566190568081409,0.23830541119109747,0.7183136456170434,0.9999,20,5,120,30,5,0.16666666666666663,4.434215783896397,0.227707248914326,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r001,F04,F04,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9701890989988877,0.8,True,0.018492426480817985,0.046269496984905525,0.39966776571724477,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,7,False,27,6,False,29,5,False,24,20,0,3,1,0,0,3,1,M3:low_energy_plateau@upper,0.9432829269131693,0.2360538459324672,0.707229080980702,0.9641351676149352,20,5,120,30,5,0.16666666666666663,4.757950248737217,0.236209002784762,REJECTED_UNSTABLE,stability
PB|held_out|F04|r002,F04,F04,mass_affine_descriptor,True,NONE,,NONE_SUCCESS,all three G1 conjuncts satisfied,0.9777530589543939,0.8,True,0.02028898425190422,0.04545214724187403,0.44638120491725497,0.8,True,M0_NOT_REJECTED,M0_NOT_REJECTED,True,True,,,30,10,False,26,10,False,25,7,False,24,20,0,4,5,0,0,4,5,M3:low_energy_plateau@upper,0.9515640813321311,0.30465620798660786,0.6469078733455232,0.9801765288222415,20,5,120,30,5,0.16666666666666663,4.412499134097304,0.23144115981338043,STRUCTURAL_ACCEPTED,all_passed
PB|held_out|F04|r003,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9839822024471635,0.8,True,0.018794657416586036,0.04778056836848831,0.3933535756971294,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,9,False,28,9,False,13,3,False,24,20,0,2,17,0,0,2,17,M3:low_energy_plateau@upper,0.99196554826629,0.43788367184689925,0.5540818764193908,0.9999,20,5,120,30,5,0.16666666666666663,6.341713078784873,0.18477993423217692,UNEVALUABLE,a1_adequacy
PB|held_out|F04|r004,F04,F04,mass_affine_descriptor,False,m0_accepted,m0_accepted,MODEL_ADEQUACY_LIMITATION,"A1 returned BOUNDARY_LIMITED; blocked by M3 on evaluability, not by any detector firing.  Both continuous competence conditions passed.",0.9795328142380423,0.8,True,0.016661736323937547,0.052306456413112636,0.3185407207160881,0.8,True,BOUNDARY_LIMITED,BOUNDARY_LIMITED,True,False,,M3,30,6,False,26,7,False,17,4,False,24,20,0,4,13,0,0,4,13,M3:low_energy_plateau@upper,0.9880072233990438,0.28839603359161076,0.6996111898074331,0.9880072233990438,20,5,120,30,5,0.16666666666666663,5.459359935300249,0.20386020861509233,UNEVALUABLE,a1_adequacy
