key,name,scaffold_group,n_records,labs,ce_strings,itypes,max_ce_within_lab,in_msg15_all,in_msg15_train,in_msg15_val,in_msg15_test,in_msg15_parent_all,in_msg15_simchallenge,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_pr7_study2,in_comparator_common,in_msnlib_9lib,in_multims2_reserved,scaf_in_msg15_scaffolds,scaf_in_muru_registry_scaffolds,scaf_in_pr7_study2_scaffolds,scaf_in_comparator_scaffolds
BZQFBWGGLXLEPQ,DL-O-Phosphoserine,__ACYCLIC__BZQFBWGGLXLEPQ,8,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
COCNDHOPIHDTHK,5-Methoxyindoleacetate,c1ccc2[nH]ccc2c1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
COLNVLDHVKWLRT,DL-Phenylalanine,c1ccccc1,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
CQOVPNPJLQNMDC,Carnosine,c1c[nH]cn1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
CVSVTCORWBXHQV,Creatine,__ACYCLIC__CVSVTCORWBXHQV,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DCXYFEDJOCDNAF,L-Asparagine,__ACYCLIC__DCXYFEDJOCDNAF,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DDRJAANPRJIHGJ,Creatinine,N=C1NCC(=O)N1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False
DFPAKSUCGFBDDF,Niacinamide,c1ccncc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DHMQDGOQFOQNFH,Glycine,__ACYCLIC__DHMQDGOQFOQNFH,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DIVQKHQLANKJQO,3-Methoxytyramine,c1ccccc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DLFVBJFMPXGRIB,Acetamide,__ACYCLIC__DLFVBJFMPXGRIB,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
DTOSIQBPPRVQHS,alpha-Linolenic acid,__ACYCLIC__DTOSIQBPPRVQHS,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DUUGKQCEGZLZNO,5-Hydroxyindoleacetic acid,c1ccc2[nH]ccc2c1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
DUYSYHSSBDVJSM,Sphingosine 1-phosphate,__ACYCLIC__DUYSYHSSBDVJSM,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
DZGWFCGJZKJUFP,Tyramine,c1ccccc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FATBGEAMYMYZAF,Oleamide,__ACYCLIC__FATBGEAMYMYZAF,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
FBTSQILOGYXGMD,3-Nitrotyrosine,c1ccccc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
FFEARJCKVFRZRR,Racemethionine,__ACYCLIC__FFEARJCKVFRZRR,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FFFHZYDWPBMWHY,Homocysteine,__ACYCLIC__FFFHZYDWPBMWHY,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
FMGSKLZLMKYGDP,Dehydroepiandrosterone,O=C1CCC2C1CCC1C3CCCCC3=CCC21,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FNJSWIPFHMKRAT,Monomethyl phthalate,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
FTMZLSDESAOPSZ,N-Heptanoyl-L-homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
GCGTXOVNNFGTPQ,Cer(d18:0/16:0),__ACYCLIC__GCGTXOVNNFGTPQ,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GEWDNTWNSAZUDX,Methyl jasmonate,O=C1CCCC1,7,"MC19,MC20",10|100|20|30|40|45eV|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
GFFGJBXGBJISGV,Adenine,c1ncc2[nH]cnc2n1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHCZAUBVMUEKKP,Chenodeoxycholic acid glycine conjugate,C1CCC2C(C1)CCC1C3CCCC3CCC21,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GHOKWGTUZJEAQD,Pantothenic acid,__ACYCLIC__GHOKWGTUZJEAQD,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GJAWHXHKYYXBSV,Quinolinic acid,c1ccncc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
GSEJCLTVZPLZKY,Triethanolamine,__ACYCLIC__GSEJCLTVZPLZKY,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
GVJHHUAWPYXKBD,alpha-Tocopherol,c1ccc2c(c1)CCCO2,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HBJXRRXWHSHZPU,alpha-Linolenoyl ethanolamide,__ACYCLIC__HBJXRRXWHSHZPU,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
HCZHHEIFKROPDY,Kynurenic acid,O=c1cc[nH]c2ccccc12,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
HKQYGTCOTHHOMP,Formononetin,O=c1c(-c2ccccc2)coc2ccccc12,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HNDVDQJCIGZPNO,L-Histidine,c1c[nH]cn1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HNYOPLTXPVRDBG,Barbituric acid,O=C1N=CCC=N1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HOKKHZGPKSLGJE,N-Methyl-D-aspartic acid,__ACYCLIC__HOKKHZGPKSLGJE,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HSMNQINEKMPTIC,4-Aminohippuric acid,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
HUEBIMLTDXKIPR,Methyl heptadecanoate,__ACYCLIC__HUEBIMLTDXKIPR,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False
HXEACLLIILLPRG,Pipecolic acid,C1CCNCC1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
IVOMOUWHDPKRLL,Cyclic AMP,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False
IXORZMNAPKEEDV,Gibberellin A3,C=C1CC23CC1CCC2C12C=CCC(C(=O)O1)C2C3,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
JDHILDINMRGULE,3-Methylhistidine,c1c[nH]cn1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
JFLIEFSWGNOPJJ,Phenylacetylglutamine,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
JKEJEOJPJVRHMQ,N-Octanoyl-L-homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
JLGOGFIHBRJQHY,Oxytetracycline,O=C1C=CCC2CC3Cc4ccccc4C=C3C(=O)C12,5,MC20,10|100|20|30|60,LC-ESI-ITFT,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JTEJPPKMYBDEMY,5-Methoxytryptamine,c1ccc2[nH]ccc2c1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
JWJCTZKFYGDABJ,Metanephrine,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
JYGXADMDTFJGBT,Cortisol,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,8,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
KDXKERNSBIXSRK,L-Lysine,__ACYCLIC__KDXKERNSBIXSRK,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
KWIUHFFTVRNATP,Betaine,__ACYCLIC__KWIUHFFTVRNATP,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
KXDAEFPNCMNJSK,Benzamide,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
KZSNJWFQEVHDMF,L-Valine,__ACYCLIC__KZSNJWFQEVHDMF,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LDCYZAJDBXYCGN,5-Hydroxy-L-tryptophan,c1ccc2[nH]ccc2c1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LEHOTFFKMJEONL,Uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LEVWYRKDKASIDU,Cystine,__ACYCLIC__LEVWYRKDKASIDU,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LFTYTUAZOPRMMI,Uridine diphosphate-N-acetylglucosamine,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)OC3CCCCO3)O2)c(=O)[nH]1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
LOUPRKONTZGTKE,quinidine,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,8,"MC09,MC20,MC25","0.3|10|100|15,30,45 (NCE)|20|30|40|60","LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LRFVTYWOQMYALW,Xanthine,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
LRQKBLKVPFOOQJ,L-Norleucine,__ACYCLIC__LRQKBLKVPFOOQJ,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
LTYOQGRJFJAKNA,Malonyl-CoA,c1ncc2ncn(C3CCCO3)c2n1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
LUKBXSAWLPMMSZ,Resveratrol,C(=Cc1ccccc1)c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
LXNHXLLTXMVWPM,Pyridoxine,c1ccncc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
LZOSYCMHQXPBFU,Decanoylcarnitine,__ACYCLIC__LZOSYCMHQXPBFU,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
MATGKVZWFZHCLI,Matairesinol,O=C1OCC(Cc2ccccc2)C1Cc1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
MSWZFWKMSRAUBD,Glucosamine,C1CCOCC1,9,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MTCFGRXMJLQNBG,L-Serine,__ACYCLIC__MTCFGRXMJLQNBG,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
MUMGGOZAMZWBJJ,Testosterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,False
MVAWJSIDNICKHF,N-Acetylserotonin,c1ccc2[nH]ccc2c1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
MVVPIAAVGAWJNQ,N-Arachidonoyldopamine,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
MZFOKIKEPGUZEN,Methylmalonyl-CoA,c1ncc2ncn(C3CCCO3)c2n1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
NOEGNKMFWQHSLB,5-Hydroxymethyl-2-furancarboxaldehyde,c1ccoc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
NTYJJOPFIAHURM,Histamine,c1c[nH]cn1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
NYHBQMYGNKIUIF,Guanosine,O=c1[nH]cnc2c1ncn2C1CCCO1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ODHCTXKNWHHXJC,Pyroglutamic acid,O=C1CCCN1,8,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
ODKSFYDXXFIFQN,L-Arginine,__ACYCLIC__ODKSFYDXXFIFQN,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
OIRDTQYFTABQOQ,Adenosine,c1ncc2ncn(C3CCCO3)c2n1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OKJIRPAQVSHGFK,Acetylglycine,__ACYCLIC__OKJIRPAQVSHGFK,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
OLXZPDWKRNYJJZ,Deoxyadenosine,c1ncc2ncn(C3CCCO3)c2n1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OMPXHNXRUVEQDO,N-Nonanoyl-L-homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
OMYMRCXOJJZYKE,6-Hydroxymelatonin,c1ccc2[nH]ccc2c1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
ORHBXUUXSCNDEV,Umbelliferone,O=c1ccc2ccccc2o1,7,"MC19,MC20",10|100|20|30|40|45eV|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OTCCIMWXFLJLIA,N-Acetyl-L-aspartic acid,__ACYCLIC__OTCCIMWXFLJLIA,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OTGQIQQTPXJQRG,Stearoylethanolamide,__ACYCLIC__OTGQIQQTPXJQRG,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False
OTKJDMGTUTTYMP,Sphinganine,__ACYCLIC__OTKJDMGTUTTYMP,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OUYCCCASQSFEME,Tyrosine,c1ccccc1,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
OVBPIULPVIDEAO,Folic acid,O=c1nc[nH]c2ncc(CNc3ccccc3)nc12,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False
POJWUDADGALRAB,Allantoin,O=C1CNC(=O)N1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
PQSUYGKTWSAVDQ,Aldosterone,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
PVNIIMVLHYAWGP,Nicotinic acid,c1ccncc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
PWKSKIMOESPYIA,Acetylcysteine,__ACYCLIC__PWKSKIMOESPYIA,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
QAQREVBBADEHPA,Propionyl-CoA,c1ncc2ncn(C3CCCO3)c2n1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
QIAFMBKCNZACKA,Hippuric acid,c1ccccc1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
QIVBCDIJIAJPQS,L-Tryptophan,c1ccc2[nH]ccc2c1,13,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
QJPWUUJVYOJNMH,L-Homoserine lactone,O=C1CCCO1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
QLWKTGDEPLRFAT,5-Methoxytryptophol,c1ccc2[nH]ccc2c1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False
QNAYBMKLOCPYGJ,L-Alanine,__ACYCLIC__QNAYBMKLOCPYGJ,12,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
QPJVMBTYPHYUOC,Methyl benzoate,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
QQBPLXNESPTPNU,N-Oleoyldopamine,c1ccccc1,6,MC20,10|100|20|30|40|60,LC-ESI-ITFT,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
QYPPJABKJHAVHS,Agmatine,__ACYCLIC__QYPPJABKJHAVHS,8,"MC19,MC20,MC22",10|100|20|30|30eV|40|45eV|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
QZAYGJVTTNCVMB,Serotonin,c1ccc2[nH]ccc2c1,7,"MC20,MC22",10|100|20|30|30eV|40|60,"LC-ESI-ITFT,LC-ESI-QFT",6,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
