key,scaffold_group,mh,muru_supported,plated_libraries,key_libraries,in_msnlib_v1_0,in_msnlib_16984129,parse_ok,parent_exact_mass,n_atoms_with_h,elements,mspred_elements_ok,multi_component,fiora_supported,mspred_supported,iceberg_ev_nce20,iceberg_ev_nce60,msg_folds,in_msg_any,in_msg_train_or_val,max_similarity_to_dev,novelty_bin
AEOBGWSMUHRGAG,c1ccc(-c2nnc3n2CCCC3)cc1,244.108052656,True,enammol,enammol,False,True,True,243.100776656,31,"C,H,N,O",True,False,True,True,9.76432210624,29.29296631872,,False,False,0.3823529411764705,"Q4 [0.364,1.000)"
AETDGIHVYFQVFV,O=C(NC1CCOC1)c1cccc2[nH]ncc12,260.139352784,True,enamdisc,enamdisc,False,True,True,259.132076784,36,"C,H,N,O",True,False,True,True,10.40557411136,31.216722334079996,,False,False,0.2714285714285714,"Q1 [0.000,0.281)"
AEUAVVIPDJTEFS,C=C(CCOC1CCCCO1)C(=O)OCC1CCCC(OCCC(=C)C(=O)OC2CCCOC2)O1,881.3285140520002,False,nihnp,nihnp,True,True,True,880.3212380520001,117,"C,H,O",True,False,True,True,35.253140562080006,105.75942168624002,test,True,False,0.2587064676616915,"Q1 [0.000,0.281)"
AEXKXNVKAQMLHR,c1ccc(OC2CCN(c3ccncc3)C2)nc1,324.131822792,True,enamdisc,enamdisc,False,True,True,323.124546792,39,"C,F,H,N,O",True,False,True,True,12.96527291168,38.895818735039995,,False,False,0.3333333333333333,"Q3 [0.319,0.364)"
AFFVCIJVIYYBIN,O=C(Nc1ccncc1-c1ccccc1)N1CCCCC1,312.170652912,True,enamdisc,enamdisc,False,True,True,311.163376912,44,"C,H,N,O",True,False,True,True,12.48682611648,37.460478349439995,,False,False,0.3291139240506329,"Q3 [0.319,0.364)"
AFGMKVWFQDNIAA,c1nc(NCc2ccc3c(c2)OCO3)c2ccsc2n1,314.09577372,True,mcediv_50k,mcediv_50k,False,True,True,313.08849772,37,"C,H,N,O,S",True,False,True,True,12.563830948800002,37.6914928464,,False,False,0.2950819672131147,"Q2 [0.281,0.319)"
AFTZZRFCMOAFCR,c1ccc2c(c1)[nH]c1ccc(Nc3ccnc(NCCCN4CCOCC4)n3)cc12,431.25538558,True,mcebio,mcebio,True,True,True,430.24810958,62,"C,H,N,O",True,False,True,True,17.2502154232,51.750646269600004,val,True,True,0.396039603960396,"Q4 [0.364,1.000)"
AGIADZBLVQXLTJ,O=C(Nc1nc2c(s1)CCC2)C1CCCN1S(=O)(=O)c1ccccc1,392.10970953200007,True,mcediv_50k,mcediv_50k,False,True,True,391.1024335320001,47,"C,H,N,O,S",True,False,True,True,15.684388381280003,47.053165143840005,,False,False,0.4,"Q4 [0.364,1.000)"
AGJDUHGLFBOFPB,O=C(NCCCc1ccccc1)NCC1(c2ccccc2)CC1,327.186717576,True,mcediv_50k,mcediv_50k,False,True,True,326.179441576,47,"C,F,H,N,O",True,False,True,True,13.087468703039999,39.26240610912,,False,False,0.375,"Q4 [0.364,1.000)"
AGULBBVQCXSNNC,O=C1CCCCN1CCc1ccccc1,321.19728225999995,True,mcediv_50k,mcediv_50k,False,True,True,320.19000625999996,48,"C,F,H,N,O",True,False,True,True,12.8478912904,38.54367387119999,,False,False,0.3020833333333333,"Q2 [0.281,0.319)"
AGXCELDCMBHOOZ,O=S(=O)(c1c[nH]cn1)N1CCCCC1,357.19548775600003,True,mcescaf,mcescaf,True,True,True,356.18821175600004,52,"C,H,N,O,S",True,False,True,True,14.287819510240002,42.86345853072,train,True,True,0.2395833333333333,"Q1 [0.000,0.281)"
AHBINDFMTBIHGC,O=C(c1cccnc1N1CCCC1)N1CCCC1,324.13763853200004,True,enamdisc,enamdisc,False,True,True,323.13036253200005,43,"C,H,N,O,S",True,False,True,True,12.96550554128,38.89651662384001,,False,False,0.3010752688172043,"Q2 [0.281,0.319)"
AHMBZXRATZXNBV,c1ccc(-c2nc(CNC3CCNCC3)cs2)nc1,331.195093832,True,enamdisc,enamdisc,False,True,True,330.187817832,49,"C,H,N,S",True,False,True,True,13.247803753280001,39.74341125984,,False,False,0.2386363636363636,"Q1 [0.000,0.281)"
AHVXEXDRYIGQKJ,O=C(Cc1ccccc1)N1CCN(Cc2nncn2C2CCCCC2)CC1,382.260136612,True,mcescaf,mcescaf,True,True,True,381.252860612,59,"C,H,N,O",True,False,True,True,15.29040546448,45.87121639344,val,True,True,0.3423423423423423,"Q3 [0.319,0.364)"
AIAACORTNIPHEO,c1cc(-c2cc[nH]n2)ccn1,204.076752528,True,enammol,enammol,False,True,True,203.069476528,24,"C,H,N,O",True,False,True,True,8.16307010112,24.48921030336,,False,False,0.359375,"Q3 [0.319,0.364)"
AJCRDNMGBHSJBI,c1cnc(N2Cc3ccccc3OC3(CCOCC3)C2)nc1,328.16556753200007,True,enamdisc,enamdisc,False,True,True,327.1582915320001,45,"C,H,N,O",True,False,True,True,13.126622701280002,39.37986810384001,,False,False,0.2542372881355932,"Q1 [0.000,0.281)"
AJCTXKDDRHDHGM,O=C(NCc1cccs1)N(CCc1cccs1)Cc1cccnc1,358.10423022800006,True,mcescaf,mcescaf,True,True,True,357.0969542280001,43,"C,H,N,O,S",True,False,True,True,14.324169209120003,42.97250762736001,train,True,True,0.3333333333333333,"Q3 [0.319,0.364)"
AJEBWVIODHBWMC,O=C(C1CCCC1)N1CCCC1,212.128119404,True,enammol,enammol,False,True,True,211.120843404,32,"C,H,N,O",True,False,True,True,8.48512477616,25.45537432848,,False,False,0.3292682926829268,"Q3 [0.319,0.364)"
AJGYYVGRMFTRGQ,O=C(CSc1ncccn1)N1N=C(c2cccs2)CC1c1ccccc1,441.1049584999999,True,mcediv_50k,mcediv_50k,False,True,True,440.09768249999996,50,"C,H,N,O,S",True,False,True,True,17.644198339999996,52.93259501999999,,False,False,0.28125,"Q2 [0.281,0.319)"
AJOLYOGWPCFLQD,O=C(Cc1ccccc1)NC1CCN(CC2CCOC2)CC1,365.223497008,True,enamdisc,enamdisc,False,True,True,364.21622100800005,55,"C,F,H,N,O",True,False,True,True,14.608939880319998,43.82681964096,,False,False,0.2735042735042735,"Q1 [0.000,0.281)"
AJZMFVCWPFPTHP,O=S(=O)(c1ccccc1)N1CCC(Oc2ccc3ccccc3n2)C1,413.1165687400001,True,mcediv_50k,mcediv_50k,False,True,True,412.10929274000006,49,"C,H,N,O,S",True,False,True,True,16.524662749600004,49.57398824880001,,False,False,0.3577981651376147,"Q3 [0.319,0.364)"
ALAXZPRHGHORDZ,O=C(Nc1ccccc1)Nc1cccc(OCC2CCCO2)c1,347.115696148,True,mcediv_50k,mcediv_50k,False,True,True,346.108420148,43,"C,Cl,H,N,O",True,False,True,True,13.88462784592,41.653883537759995,,False,False,0.4166666666666667,"Q4 [0.364,1.000)"
ALJIEVIJBAJISI,C(=NNc1ccccc1)C1=NCCc2ccccc21,363.181551944,True,mcebio,mcebio,True,True,True,362.174275944,49,"C,H,N,O",True,False,True,True,14.527262077759998,43.58178623328,test,True,False,0.3644859813084112,"Q4 [0.364,1.000)"
ALLGSQDOOOGRKB,O=C(COc1ccccc1)NCCn1cc(-c2ccoc2)cn1,326.149917468,True,mcediv_50k,mcediv_50k,False,True,True,325.142641468,43,"C,H,N,O",True,False,True,True,13.04599669872,39.13799009616,,False,False,0.34,"Q3 [0.319,0.364)"
ALMZCCVRQHVXAX,O=C(NC1CCCCC1)N1CC2CCC1C2,267.170318564,True,enammol,enammol,False,True,True,266.163042564,41,"C,H,N,O",True,False,True,True,10.686812742559999,32.06043822768,,False,False,0.3648648648648648,"Q4 [0.364,1.000)"
ALSIZUAFMUZUOV,O=C(c1ccn(-c2ccccc2)n1)N1CCc2ccccc21,366.1612310999999,True,mcediv_50k,mcediv_50k,False,True,True,365.15395509999996,47,"C,F,H,N,O",True,False,True,True,14.646449243999996,43.93934773199999,,False,False,0.3362068965517241,"Q3 [0.319,0.364)"
ALVBIHZEKFWBCV,c1cnc2nn3c(NC4CCCCC4)ccnc3c2c1,310.202621736,True,mcediv_50k,mcediv_50k,False,True,True,309.19534573600004,46,"C,H,N",True,False,True,True,12.40810486944,37.22431460832001,,False,False,0.2888888888888888,"Q2 [0.281,0.319)"
AMCUCBQXISECBL,O=C(Cc1ccccc1)NCc1ncno1,324.15180928800004,True,enamdisc,enamdisc,False,True,True,323.14453328800005,42,"C,F,H,N,O",True,False,True,True,12.966072371520003,38.898217114560005,,False,False,0.3069306930693069,"Q2 [0.281,0.319)"
ANFBRAQJVYLHHJ,O=C(c1cccs1)N1CCCC(Oc2cnccn2)C1,324.05680136800004,True,mcediv_50k,mcediv_50k,False,True,True,323.04952536800005,35,"C,Cl,H,N,O,S",True,False,True,True,12.962272054720001,38.88681616416,,False,False,0.3173076923076923,"Q2 [0.281,0.319)"
ANRVPJVYTSFHFM,O=C(NCc1cccnc1)C1CCc2sc(C(=O)N3CCCCC3)cc2C1,398.189674104,True,mcescaf,mcescaf,True,True,True,397.182398104,55,"C,H,N,O,S",True,False,True,True,15.92758696416,47.78276089248,test,True,False,0.2777777777777778,"Q1 [0.000,0.281)"
ANXUAMWXFVTWBE,O=C(Nc1cccnc1)c1cc2ccccc2s1,303.035337652,True,mcediv_50k,mcediv_50k,False,True,True,302.028061652,31,"C,Cl,H,N,O,S",True,False,True,True,12.12141350608,36.36424051824,,False,False,0.325,"Q3 [0.319,0.364)"
AOGRUJLABMMZIL,O=C(c1n[nH]c2ccccc12)N1CC2CCCC2(COc2ncccn2)C1,392.20810104,True,mcediv_50k,mcediv_50k,False,True,True,391.20082504000004,54,"C,H,N,O",True,False,True,True,15.6883240416,47.0649721248,,False,False,0.3277310924369748,"Q3 [0.319,0.364)"
APCIMZLNBOXVEP,c1ccc2c(c1)ncn2C1CN(Cc2ccc3c(c2)OCCO3)C1,322.155002848,True,mcediv_50k,mcediv_50k,False,True,True,321.147726848,43,"C,H,N,O",True,False,True,True,12.88620011392,38.65860034176,,False,False,0.3553719008264462,"Q3 [0.319,0.364)"
APDWSVXMMWFNCP,O=C(CN1C(=O)COc2ccccc21)NCc1ccccc1Cn1ccnc1,391.176466564,True,enamdisc,enamdisc,False,True,True,390.169190564,51,"C,H,N,O",True,False,True,True,15.647058662560001,46.94117598768,,False,False,0.3392857142857143,"Q3 [0.319,0.364)"
APGVTDNKTKUIKH,O=C1Nc2ncccc2Oc2ccc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)cc21,440.091082264,True,mcediv_50k,mcediv_50k,False,True,True,439.083806264,48,"C,H,N,O,S",True,False,True,True,17.60364329056,52.81092987168,,False,False,0.316546762589928,"Q2 [0.281,0.319)"
APHHENCGZSWPAP,c1cn(-c2ccn[nH]2)cn1,235.118951688,True,enammol,enammol,False,True,True,234.111675688,31,"C,H,N,O",True,False,True,True,9.404758067520001,28.214274202560002,,False,False,0.2705882352941176,"Q1 [0.000,0.281)"
APODOIOLMHBCON,c1cncc(-c2nc(N3CCOCC3)cc3ccccc23)c1,321.17098726,True,enamdisc,enamdisc,False,True,True,320.16371126,44,"C,H,N,O",True,False,True,True,12.846839490399999,38.540518471199995,,False,False,0.3333333333333333,"Q3 [0.319,0.364)"
APRUTMSIXNQYGV,O=C(Nc1cc(C(=O)N2CCOCC2)c[nH]c1=O)c1ccccc1,432.17652614,True,mcediv_50k,mcediv_50k,False,True,True,431.16925014,56,"C,H,N,O",True,False,True,True,17.287061045599998,51.86118313680001,,False,False,0.3931623931623931,"Q4 [0.364,1.000)"
APXZUVPDTDYCQH,c1ccc(CSC2=NCCN2)cc1,303.077344696,True,mcediv_50k,mcediv_50k,False,True,True,302.070068696,33,"C,F,H,N,O,S",True,False,True,True,12.12309378784,36.36928136352,,False,False,0.4057971014492754,"Q4 [0.364,1.000)"
APZPNPHFKWMENA,O=C(c1ccccc1)N1CCC(COc2cccnn2)C1,376.065514916,True,mcediv_50k,mcediv_50k,False,True,True,375.05823891600005,41,"Br,C,H,N,O",True,False,True,True,15.042620596639999,45.12786178992,,False,False,0.2743362831858407,"Q1 [0.000,0.281)"
AQUGTQBXJZHCNG,O=C(CCC1NC(=O)N(Cc2ccccc2)C1=O)NCCc1c[nH]c2ccccc12,453.1932595,True,otavapep,otavapep,True,True,True,452.1859835,58,"C,F,H,N,O",True,False,True,True,18.12773038,54.38319114,train,True,True,0.3653846153846153,"Q4 [0.364,1.000)"
ARKZMCIJAGNUEF,O=C(NCC1CCNCC1)c1cc(C2CC2)on1,308.16048215200004,True,mcediv_50k,mcediv_50k,False,True,True,307.15320615200005,43,"C,H,N,O",True,False,True,True,12.326419286080002,36.979257858240004,,False,False,0.25,"Q1 [0.000,0.281)"
AROQKBMPRNNYKX,O=C(c1ccccc1)c1cn(CC2CCCCC2)c2cc3c(cc2c1=O)OCCO3,418.20128434399993,True,mcediv_50k,mcediv_50k,False,True,True,417.19400834399994,58,"C,H,N,O",True,False,True,True,16.728051373759996,50.184154121279995,,False,False,0.3883495145631068,"Q4 [0.364,1.000)"
ARUOLQDAWAPERP,O=C(c1ccno1)N(Cc1ccccc1)c1nc2ccccc2s1,350.09577372000007,True,mcediv_50k,mcediv_50k,False,True,True,349.0884977200001,40,"C,H,N,O,S",True,False,True,True,14.003830948800003,42.01149284640001,,False,False,0.3814432989690721,"Q4 [0.364,1.000)"
ARYQHSWJGHCGJS,O=C(c1cccc(N2Cc3ccccc3C2=O)c1)N1CCC2(CC1)CCN(c1ccncc1)CC2,501.20517984800006,True,mcebio,mcebio,True,True,True,500.19790384800007,65,"C,Cl,H,N,O",True,False,True,True,20.048207193920003,60.144621581760006,test,True,False,0.30625,"Q2 [0.281,0.319)"
ATGNLOUPTQGNME,O=C1CC2(CCCC2)N=C(N2CCN(c3ccccc3)CC2)N1,356.18811454400003,True,mcescaf,mcescaf,True,True,True,355.18083854400004,48,"C,F,H,N,O",True,False,True,True,14.24752458176,42.742573745280005,train,True,True,0.2678571428571428,"Q1 [0.000,0.281)"
ATQBNDWOAWTPPU,c1ccc(Nc2cn[nH]c2)cc1,218.092402592,True,enammol,enammol,False,True,True,217.085126592,27,"C,H,N,O",True,False,True,True,8.72369610368,26.171088311040002,,False,False,0.4038461538461538,"Q4 [0.364,1.000)"
ATQDCAHCFUIORH,O=C(c1ccc2ccccc2n1)N1CCN(c2ccc(-c3nccs3)cn2)CC1,416.1539572920001,True,mcediv_50k,mcediv_50k,False,True,True,415.1466812920001,51,"C,H,N,O,S",True,False,True,True,16.646158291680003,49.93847487504001,,False,False,0.3389830508474576,"Q3 [0.319,0.364)"
ATRGJKSJQFGQOP,O=C(NCC1(N2CCOCC2)CCC1)c1cccc2ccccc12,325.191054008,True,mcediv_50k,mcediv_50k,False,True,True,324.183778008,48,"C,H,N,O",True,False,True,True,13.00764216032,39.02292648096,,False,False,0.3614457831325301,"Q3 [0.319,0.364)"
ATTRBBHZYCJQGD,O=C(Nc1cnn(CC2CCCCO2)c1)c1cnoc1,305.16081649999995,True,mcediv_50k,mcediv_50k,False,True,True,304.15354049999996,42,"C,H,N,O",True,False,True,True,12.206432659999999,36.61929798,,False,False,0.2840909090909091,"Q2 [0.281,0.319)"
ATYKIOOSWNVACE,c1cc(CNc2ccc(-c3cn4c(n3)CCCC4)cc2)n[nH]1,336.2182718000001,True,enamdisc,enamdisc,False,True,True,335.2109958000001,50,"C,H,N",True,False,True,True,13.448730872000004,40.34619261600001,,False,False,0.2975206611570248,"Q2 [0.281,0.319)"
AUJAYJRNZMQXQN,O=C(COc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,390.169984216,True,mcediv_50k,mcediv_50k,False,True,True,389.162708216,52,"C,H,N,O",True,False,True,True,15.60679936864,46.82039810592,,False,False,0.4433962264150943,"Q4 [0.364,1.000)"
AUYCNSCKGNAXFS,O=c1cc(-c2ccc(OCc3cccc(-c4ccccc4)c3)cc2)[sH+][nH]1,540.1509056479999,True,mcebio,mcebio,True,True,True,539.1436296479999,66,"C,H,N,O,S",True,False,True,True,21.606036225919997,64.81810867776,test,True,False,0.3120567375886525,"Q2 [0.281,0.319)"
AVAFXKYZVRIKOT,O=C1CCCC(c2ncc[nH]2)N1,252.134267404,True,enammol,enammol,False,True,True,251.126991404,35,"C,H,N,O",True,False,True,True,10.08537069616,30.256112088480002,,False,False,0.2647058823529412,"Q1 [0.000,0.281)"
AVGYWMWEBBJYGT,O=C(CC1CCCC(=O)N1)NCc1nnc(C2CC2)n1C1CC1,318.19245097600003,True,enamdisc,enamdisc,False,True,True,317.18517497600004,46,"C,H,N,O",True,False,True,True,12.727698039040002,38.18309411712,,False,False,0.2527472527472527,"Q1 [0.000,0.281)"
AVJUOIASYRBVTP,O=C(COc1cccc2ccc(N3CCCC3)nc12)Nc1ccccc1,390.18121759600007,True,mcediv_50k,mcediv_50k,False,True,True,389.1739415960001,52,"C,H,N,O",True,False,True,True,15.607248703840003,46.82174611152001,,False,False,0.3185840707964602,"Q2 [0.281,0.319)"
AVMQMLAAZPJUNL,O=C1CCC(Cc2cccc(=O)o2)O1,283.117614296,True,nihnp,nihnp,True,True,True,282.110338296,38,"C,H,O",True,False,True,True,11.32470457184,33.97411371552,train,True,True,0.2688172043010752,"Q1 [0.000,0.281)"
AWGFJVUSFJHYRW,O=C(CNc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,415.112232308,True,mcediv_50k,mcediv_50k,False,True,True,414.104956308,48,"C,F,H,N,O,S",True,False,True,True,16.60448929232,49.81346787696,,False,False,0.4299065420560747,"Q4 [0.364,1.000)"
AWKMLRPDNROBLT,c1cnn(-c2cc(OCC3CCN(c4ncnc5cnccc45)CC3)ncn2)c1,417.2145833880001,True,mcediv_50k,mcediv_50k,False,True,True,416.2073073880001,55,"C,H,N,O",True,False,True,True,16.688583335520004,50.06575000656001,,False,False,0.2434210526315789,"Q1 [0.000,0.281)"
AWPLKJDDMQEYEI,O=C(NCc1ccncc1)c1cn(-c2ccccc2)nn1,308.150586164,True,mcediv_50k,mcediv_50k,False,True,True,307.143310164,40,"C,H,N,O",True,False,True,True,12.32602344656,36.97807033968,,False,False,0.3518518518518518,"Q3 [0.319,0.364)"
AWXSXBGPZKIOLG,O=C(CCC1CCCC1)NCC1CC(=O)N(Cc2ccccc2)C1,347.212932324,True,mcediv_50k,mcediv_50k,False,True,True,346.205656324,52,"C,F,H,N,O",True,False,True,True,13.888517292960001,41.66555187888,,False,False,0.313953488372093,"Q2 [0.281,0.319)"
AXPZIVKEZRHGAS,O=C1OC(COc2ccccc2)CC1Cc1ccccc1,328.117948644,True,mcebio,mcebio,True,True,True,327.11067264400003,41,"C,H,N,O",True,False,True,True,13.12471794576,39.374153837280005,train,True,True,0.375,"Q4 [0.364,1.000)"
AXWQOFCSXRNLJR,O=C1NCCN1c1ccc(C(=O)N2CCCC2c2ccccc2)cc1,370.13168056,True,enamdisc,enamdisc,False,True,True,369.12440456,46,"C,Cl,H,N,O",True,False,True,True,14.8052672224,44.4158016672,,False,False,0.3137254901960784,"Q2 [0.281,0.319)"
AXXYZDFDNVAKST,c1cnc(N2CCNCC2)cn1,323.17138118400004,True,mcediv_50k,mcediv_50k,False,True,True,322.16410518400005,45,"C,H,N,O",True,False,True,True,12.92685524736,38.78056574208001,,False,False,0.2291666666666666,"Q1 [0.000,0.281)"
AYBMHXWRYKEQFA,c1ccc(Cc2c[nH]nn2)cc1,297.10158737200004,True,enamdisc,enamdisc,False,True,True,296.09431137200005,36,"C,H,N,O,S",True,False,True,True,11.884063494880001,35.65219048464001,,False,False,0.359375,"Q3 [0.319,0.364)"
AYCYIJROSUWJSQ,c1cnc(OC2CCN(Cc3ncon3)CC2)nc1,344.132885412,True,mcediv_50k,mcediv_50k,False,True,True,343.125609412,40,"C,F,H,N,O",True,False,True,True,13.76531541648,41.29594624944,,False,False,0.2647058823529412,"Q1 [0.000,0.281)"
AYFQYRORILCUMP,O=C(CCc1ccccc1)N1CC(Cn2ccnc2)C1,338.14747285600004,True,mcediv_50k,mcediv_50k,False,True,True,337.14019685600005,42,"C,F,H,N,O",True,False,True,True,13.525898914240003,40.57769674272001,,False,False,0.31,"Q2 [0.281,0.319)"
AYXIEOOGNHFBQF,O=C(c1cc2sccc2[nH]1)N(Cc1ccn[nH]1)C1CC1,345.101587372,True,enamdisc,enamdisc,False,True,True,344.094311372,40,"C,H,N,O,S",True,False,True,True,13.80406349488,41.41219048464,,False,False,0.2659574468085106,"Q1 [0.000,0.281)"
AYZNWAJQDJVZMI,c1nc(N2CCC2)c2ccsc2n1,298.06784472000004,True,enamdisc,enamdisc,False,True,True,297.06056872000005,34,"C,H,N,O,S",True,False,True,True,11.922713788800001,35.76814136640001,,False,False,0.2409638554216867,"Q1 [0.000,0.281)"
AZIAKBGUAOYQSS,O=C(c1ccc(=O)[nH]c1)N1CCCCC1,251.102632928,True,enamdisc,enamdisc,False,True,True,250.095356928,32,"C,H,N,O",True,False,True,True,10.04410531712,30.13231595136,,False,False,0.2906976744186046,"Q2 [0.281,0.319)"
AZPDJGLJPDRCDQ,O=C(Nc1ccc2[nH]nc(-c3ccc4[nH]ccc4c3)c2c1)c1ccccc1,421.061742428,True,mcebio,mcebio,True,True,True,420.054466428,43,"C,Cl,H,N,O",True,False,True,True,16.84246969712,50.52740909136,train,True,True,0.3571428571428571,"Q3 [0.319,0.364)"
AZPLTPJJBXFLPF,c1cnc(N2CCN(c3nc4ccccc4s3)CC2)nc1,326.14339260800006,True,mcediv_50k,mcediv_50k,False,True,True,325.13611660800007,42,"C,H,N,S",True,False,True,True,13.045735704320002,39.137207112960006,,False,False,0.3106796116504854,"Q2 [0.281,0.319)"
AZQKULISZPXKFR,O=C(Cc1ccno1)N1CCCC1,311.16014780399996,True,mcediv_50k;mcescaf,mcediv_50k;mcescaf,True,True,True,310.152871804,44,"C,H,N,O",True,False,True,True,12.446405912159998,37.339217736479995,train,True,True,0.2421052631578947,"Q1 [0.000,0.281)"
BBISUSCSPYMMBH,O=C(Nc1[nH]nc2[nH]nc(-c3ccccc3)c12)c1c[nH]nn1,365.18328326000005,True,enamdisc,enamdisc,False,True,True,364.17600726000006,47,"C,H,N,O",True,False,True,True,14.607331330400003,43.8219939912,,False,False,0.3398058252427184,"Q3 [0.319,0.364)"
BBUPSAVJTPCPFC,O=C(NCCn1cccn1)c1nnn(-c2ccccc2)n1,312.15673416400006,True,mcediv_50k,mcediv_50k,False,True,True,311.14945816400007,40,"C,H,N,O",True,False,True,True,12.486269366560002,37.458808099680006,,False,False,0.3815789473684211,"Q4 [0.364,1.000)"
BCFNHCKVORVLRK,O=C(Cc1ccccc1C(=O)N1CCCCC1)N1CCCCC1,349.16773172,True,enamdisc,enamdisc,False,True,True,348.16045572,49,"C,Cl,H,N,O",True,False,True,True,13.9667092688,41.9001278064,,False,False,0.3238095238095238,"Q3 [0.319,0.364)"
BCGOEWFBHIULGO,O=S(=O)(NCC1CN(c2ncnc3nc[nH]c23)C1)C1CC1,337.14412087999995,True,mcediv_50k,mcediv_50k,False,True,True,336.13684487999996,43,"C,H,N,O,S",True,False,True,True,13.485764835199998,40.4572945056,,False,False,0.2446808510638297,"Q1 [0.000,0.281)"
BCMOSAMLFLEOEP,O=C1NC=C(C(=O)OCCOc2ccccc2)C(c2ccccc2)N1,431.0600951880001,True,mcediv_50k,mcediv_50k,False,True,True,430.05281918800006,46,"Br,C,H,N,O",True,False,True,True,17.242403807520006,51.72721142256001,,False,False,0.41,"Q4 [0.364,1.000)"
